,Review_Text,Language,Rating (1-5),Country,Sentiment,Aspect_Focus
332,الأكل كان جيداً لكن التغليف كان ضعيف.,Arabic,3,Algeria,Positive,Packaging
333,The food was delivered on time and was fresh.,English,5,Algeria,Positive,Delivery Speed
334,La livraison a été très lente et le repas froid.,French,1,Algeria,Negative,Delivery Speed
335,الأكل كان لذيذاً والخدمة ممتازة.,Arabic,5,Algeria,Positive,Food Quality
336,The app has a lot of bugs and crashes often.,English,1,Algeria,Negative,App Usability
337,La nourriture était excellente et la livraison rapide.,French,5,Algeria,Positive,Food Quality
338,الأكل وصل متأخراً وكان بارداً.,Arabic,2,Algeria,Negative,Delivery Speed
339,Affordable and delicious meals.,English,4,Algeria,Positive,Pricing
340,La commande était complète et correcte.,French,5,Algeria,Positive,Order Accuracy
341,الأكل كان مش بطال ولكنه لم يكن طازجاً.,Arabic,3,Algeria,Positive,Food Quality
342,The delivery was quick and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
343,La livraison était lente et le repas غير جيد.,French,2,Algeria,Negative,Delivery Speed
344,الأكل وصل في الوقت المحدد وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
345,The app is difficult to navigate and slow.,English,1,Algeria,Negative,App Usability
346,La nourriture était savoureuse et bien présentée.,French,5,Algeria,Positive,Food Quality
347,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
348,Excellent service and delicious food.,English,5,Algeria,Positive,Customer Service
349,La plateforme a des problèmes techniques fréquents.,French,2,Algeria,Negative,App Usability
350,الأكل وصل سريعاً وكان طيباً.,Arabic,5,Algeria,Positive,Delivery Speed
351,The food quality has decreased over time.,English,2,Algeria,Negative,Food Quality
352,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
353,الأكل وصل بارد ومغلف بشكل سيء.,Arabic,1,Algeria,Negative,Packaging
354,Good prices and the food was tasty.,English,4,Algeria,Positive,Pricing
355,La commande a été incorrecte et a pris du temps à résoudre.,French,2,Algeria,Negative,Order Accuracy
356,الأكل كان طازجاً ولذيذاً.,Arabic,5,Algeria,Positive,Food Quality
357,The app is stable and easy to use.,English,5,Algeria,Positive,App Usability
358,La nourriture était médiocre et le service mauvais.,French,1,Algeria,Negative,Food Quality
359,الأكل وصل في الوقت المحدد وكان طازجاً.,Arabic,5,Algeria,Positive,Delivery Speed
360,The delivery was prompt and efficient.,English,5,Algeria,Positive,Delivery Speed
361,La plateforme est difficile à utiliser.,French,2,Algeria,Negative,App Usability
362,الأكل كان بنين جداً وخدمة ممتازة.,Arabic,5,Algeria,Positive,Food Quality
363,The food was delivered cold and was not fresh.,English,1,Algeria,Negative,Food Quality
364,La livraison a été rapide et sans erreurs.,French,5,Algeria,Positive,Order Accuracy
365,الأكل وصل متأخراً وكان بارداً.,Arabic,2,Algeria,Negative,Delivery Speed
366,Great selection and tasty food options.,English,4,Algeria,Positive,Food Quality
367,La commande était incomplète et le service client était nul.,French,1,Algeria,Negative,Order Accuracy
368,الأكل كان لذيذاً جداً والتغليف ممتاز.,Arabic,5,Algeria,Positive,Food Quality
369,The app frequently crashes and is hard to use.,English,1,Algeria,Negative,App Usability
370,La nourriture était fraîche et arrivée rapidement.,French,5,Algeria,Positive,Delivery Speed
371,الأكل وصل بارد ولم يكن طازجاً.,Arabic,2,Algeria,Negative,Food Quality
372,Affordable prices and delicious meals.,English,4,Algeria,Positive,Pricing
373,La livraison a été efficace et le repas délicieux.,French,5,Algeria,Positive,Delivery Speed
374,الأكل كان باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
375,The food was tasty and arrived on time.,English,5,Algeria,Positive,Delivery Speed
376,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
377,الأكل وصل بسرعة وكان طيباً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
378,The food quality is inconsistent.,English,3,Algeria,Positive,Food Quality
379,La commande est arrivée en bon état et rapidement.,French,5,Algeria,Positive,Order Accuracy
380,الأكل كان طيبًا ولكن الخدمة بطيئة.,Arabic,3,Algeria,Positive,Delivery Speed
381,The app is user-friendly and reliable.,English,5,Algeria,Positive,App Usability
382,La nourriture était médiocre et le service mauvais.,French,1,Algeria,Negative,Food Quality
383,الأكل وصل متأخرًا وكان باردًا.,Arabic,2,Algeria,Negative,Delivery Speed
384,Great variety and delicious food options.,English,4,Algeria,Positive,Food Quality
385,La plateforme est lente et difficile à naviguer.,French,2,Algeria,Negative,App Usability
386,الأكل كان لذيذاً جدًا وخدمة ممتازة.,Arabic,5,Algeria,Positive,Food Quality
387,The delivery was slow and the food was cold.,English,1,Algeria,Negative,Delivery Speed
388,La nourriture était fraîche et savoureuse.,French,5,Algeria,Positive,Food Quality
389,الأكل وصل بارداً وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
390,Affordable prices and tasty meals.,English,4,Algeria,Positive,Pricing
391,La commande était correcte et arrivée à temps.,French,5,Algeria,Positive,Order Accuracy
392,الأكل كان طيبًا لكن التغليف كان ضعيفاً.,Arabic,3,Algeria,Positive,Packaging
393,The food was delicious and arrived promptly.,English,5,Algeria,Positive,Delivery Speed
394,La livraison a été très lente et le repas froid.,French,1,Algeria,Negative,Delivery Speed
395,الأكل كان لذيذاً جدًا والتغليف ممتاز.,Arabic,5,Algeria,Positive,Food Quality
396,The app is buggy and hard to navigate.,English,1,Algeria,Negative,App Usability
397,La nourriture était excellente et bien présentée.,French,5,Algeria,Positive,Food Quality
398,Livraison super rapide et la nourriture était bnina! 🍔,French,5,Algeria,Positive,Delivery Speed
399,"La commande est arrivée barda, froide et retardée.",French,2,Algeria,Negative,Delivery Speed
400,التوصيل سريع والاكل طيب جداً، شكراً لكم! 😊,Arabic,5,Algeria,Positive,Food Quality
401,خدمة التوصيل سيئة جداً، الطعام وصل بارد ومغلف بشكل سيء.,Arabic,1,Algeria,Negative,Packaging
402,Great service! The delivery was on time and the food was delicious.,English,5,Algeria,Positive,Delivery Speed
403,La nourriture était délicieuse mais le prix est un peu élevé.,French,4,Algeria,Positive,Pricing
404,La plateforme est barda mais la livraison a pris trop de temps.,French,2,Algeria,Negative,Delivery Speed
405,الأكل كان مش بطال ولكن التغليف كان ضعيف.,Arabic,3,Algeria,Positive,Packaging
406,"Food arrived on time, but the quality could be better.",English,3,Algeria,Positive,Food Quality
407,"Service client très réactif et efficace, merci! 👍",French,5,Algeria,Positive,Customer Service
408,تطبيق التوصيل سهل الاستخدام ويعمل بشكل جيد.,Arabic,4,Algeria,Positive,App Usability
409,The order was incorrect and it took forever to get it fixed.,English,2,Algeria,Negative,Order Accuracy
410,Livraison rapide mais le repas n'était pas chaud.,French,3,Algeria,Negative,Food Quality
411,الطلبية وصلت بسرعة وكانت الأسعار مناسبة.,Arabic,4,Algeria,Positive,Pricing
412,Loved the packaging! Everything was secure and fresh. 🥗,English,5,Algeria,Positive,Packaging
413,La nourriture était barda mais la livraison était lente.,French,2,Algeria,Negative,Delivery Speed
414,تجربة توصيل ممتازة، شكراً لكم!,Arabic,5,Algeria,Positive,Customer Service
415,"The app crashes frequently, making it hard to place orders.",English,1,Algeria,Negative,App Usability
416,"Service moyen, rien de spécial.",French,3,Algeria,Positive,Customer Service
417,الأكل كان طيب ولكن التأخير كان مزعج.,Arabic,2,Algeria,Negative,Delivery Speed
418,Everything was perfect! Will order again. 😊,English,5,Algeria,Positive,Order Accuracy
419,La livraison a été correcte mais le repas manque de saveur.,French,3,Algeria,Positive,Food Quality
420,خدمة سيئة جدا، الطلب لم يصل في الوقت المحدد.,Arabic,1,Algeria,Negative,Delivery Speed
421,"Good prices and tasty food, highly recommend!",English,4,Algeria,Positive,Pricing
422,"La plateforme est bizzare parfois, mais généralement bien.",French,4,Algeria,Positive,App Usability
423,الأكل وصل سريعاً ومغلف بشكل جيد.,Arabic,5,Algeria,Positive,Packaging
424,The delivery person was rude and unprofessional.,English,1,Algeria,Negative,Customer Service
425,Très satisfait de la qualité et de la rapidité.,French,5,Algeria,Positive,Delivery Speed
426,التطبيق سهل ولكن بعض الأوقات لا يعمل.,Arabic,3,Algeria,Positive,App Usability
427,"Food was okay, nothing bnina but acceptable.",English,3,Algeria,Positive,Food Quality
428,Livraison rapide et service client au top!,French,5,Algeria,Positive,Customer Service
429,الأكل بارد والتغليف غير جيد.,Arabic,2,Algeria,Negative,Packaging
430,The prices are a bit high compared to local restaurants.,English,2,Algeria,Negative,Pricing
431,"Tout était parfait, je recommande vivement! 👍",French,5,Algeria,Positive,Order Accuracy
432,توصيل سريع ولكن الطعام لم يكن كما توقعت.,Arabic,3,Algeria,Positive,Food Quality
433,App is user-friendly and easy to navigate.,English,4,Algeria,Positive,App Usability
434,La nourriture était froide et sans goût.,French,1,Algeria,Negative,Food Quality
435,خدمة عملاء ممتازة وسريعة الاستجابة.,Arabic,5,Algeria,Positive,Customer Service
436,Delivery was delayed and the food was incomplete.,English,2,Algeria,Negative,Order Accuracy
437,Les prix sont raisonnables pour la qualité offerte.,French,4,Algeria,Positive,Pricing
438,الأكل لذيذ والتوصيل كان في الوقت المحدد.,Arabic,5,Algeria,Positive,Delivery Speed
439,"The packaging was damaged, and some items were missing.",English,1,Algeria,Negative,Packaging
440,"Service rapide et efficace, merci beaucoup!",French,5,Algeria,Positive,Customer Service
441,التطبيق يتعطل أحياناً مما يسبب مشاكل.,Arabic,2,Algeria,Negative,App Usability
442,Good food but the delivery was a bit slow.,English,3,Algeria,Positive,Delivery Speed
443,La commande est arrivée rapidement et en bon état.,French,5,Algeria,Positive,Order Accuracy
444,الأكل كان مشبعة وكانت الخدمة ممتازة.,Arabic,4,Algeria,Positive,Food Quality
445,The app interface is confusing and not intuitive.,English,2,Algeria,Negative,App Usability
446,Très déçu par la qualité du repas.,French,1,Algeria,Negative,Food Quality
447,خدمة رائعة والأسعار مناسبة جداً.,Arabic,5,Algeria,Positive,Pricing
448,La livraison était barda et le repas était délicieux!,French,5,Algeria,Positive,Food Quality
449,الأكل بارد والمغلف سيء جداً.,Arabic,1,Algeria,Negative,Packaging
450,"Great app usability, easy to place orders.",English,4,Algeria,Positive,App Usability
451,La nourriture n'était pas bnina comme d'habitude.,French,2,Algeria,Negative,Food Quality
452,التوصيل سريع والأكل لذيذ.,Arabic,5,Algeria,Positive,Delivery Speed
453,The order was missing items and took too long to resolve.,English,1,Algeria,Negative,Order Accuracy
454,Service client efficace et sympathique.,French,5,Algeria,Positive,Customer Service
455,الأكل كان مش بطال ولكن لم يكن طازجاً.,Arabic,3,Algeria,Positive,Food Quality
456,Prices are a bit high but the food is worth it.,English,4,Algeria,Positive,Pricing
457,La livraison a été retardée et le repas froid.,French,2,Algeria,Negative,Delivery Speed
458,التطبيق سهل الاستخدام لكن هناك بعض المشاكل.,Arabic,3,Algeria,Positive,App Usability
459,Food quality has declined recently.,English,2,Algeria,Negative,Food Quality
460,La commande était correcte et arrivée à temps.,French,5,Algeria,Positive,Order Accuracy
461,الأكل وصل بارد ولم يكن لذيذاً.,Arabic,2,Algeria,Negative,Food Quality
462,"Excellent packaging, nothing was spilled.",English,5,Algeria,Positive,Packaging
463,La nourriture était ok mais le service client est mauvais.,French,2,Algeria,Negative,Customer Service
464,خدمة التوصيل بطيئة جداً.,Arabic,1,Algeria,Negative,Delivery Speed
465,The app is intuitive and works smoothly.,English,4,Algeria,Positive,App Usability
466,La livraison a été rapide et le repas était bnina.,French,5,Algeria,Positive,Delivery Speed
467,الأكل كان مش طيب كما توقعت.,Arabic,2,Algeria,Negative,Food Quality
468,Affordable prices and good food quality.,English,4,Algeria,Positive,Pricing
469,La nourriture était fraîche et bien emballée.,French,5,Algeria,Positive,Packaging
470,خدمة عملاء سيئة ولم يتم حل مشكلتي.,Arabic,1,Algeria,Negative,Customer Service
471,The food was delivered on time and was tasty.,English,5,Algeria,Positive,Delivery Speed
472,La plateforme a des bugs fréquents.,French,2,Algeria,Negative,App Usability
473,الأكل وصل في الوقت المحدد وكانت الأسعار مناسبة.,Arabic,5,Algeria,Positive,Pricing
474,The delivery was cold and the food was stale.,English,1,Algeria,Negative,Food Quality
475,Très bon service et nourriture délicieuse.,French,5,Algeria,Positive,Food Quality
476,التطبيق صعب الاستخدام ويتعطل كثيراً.,Arabic,2,Algeria,Negative,App Usability
477,Good customer service and reliable delivery.,English,4,Algeria,Positive,Customer Service
478,La nourriture n'était pas à la hauteur des attentes.,French,2,Algeria,Negative,Food Quality
479,الأكل طيب ولكن التغليف كان سيء.,Arabic,3,Algeria,Positive,Packaging
480,The prices are too high for the portion sizes.,English,2,Algeria,Negative,Pricing
481,Livraison rapide et nourriture fraîche.,French,5,Algeria,Positive,Delivery Speed
482,خدمة التوصيل ممتازة والأسعار جيدة.,Arabic,5,Algeria,Positive,Pricing
483,The food arrived late and was cold.,English,1,Algeria,Negative,Delivery Speed
484,La commande était complète et correcte.,French,5,Algeria,Positive,Order Accuracy
485,الأكل ليس بطعمي المفضل.,Arabic,2,Algeria,Negative,Food Quality
486,"Affordable and tasty meals, will order again.",English,4,Algeria,Positive,Pricing
487,La livraison était lente et le repas froid.,French,1,Algeria,Negative,Delivery Speed
488,التطبيق يعمل بشكل جيد معظم الوقت.,Arabic,4,Algeria,Positive,App Usability
489,"Food quality has declined, not satisfied.",English,2,Algeria,Negative,Food Quality
490,Très bon rapport qualité-prix.,French,5,Algeria,Positive,Pricing
491,الأكل وصل في الوقت المحدد وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
492,The app is buggy and hard to use.,English,1,Algeria,Negative,App Usability
493,La nourriture était excellente et bien présentée.,French,5,Algeria,Positive,Food Quality
494,الأكل ليس طازجاً كما كنت أتمنى.,Arabic,2,Algeria,Negative,Food Quality
495,Good service and the food was tasty.,English,4,Algeria,Positive,Customer Service
496,La livraison a été retardée sans raison.,French,2,Algeria,Negative,Delivery Speed
497,الأكل وصل بسرعة وكان طيباً.,Arabic,5,Algeria,Positive,Delivery Speed
498,Super rapide et bnina 😋 ! Merci   pour le service impeccable.,French,5,Algeria,Positive,Delivery Speed
499,الخدمة بزاف رائعة والماكلة بنينة بزاف، شكرا لكم.,Arabic,4,Algeria,Positive,Food Quality
500,Terrible experience with Uber Eats. My food was cold and late. Never again.,English,1,Algeria,Negative,Delivery Speed
501,J'ai reçu ma commande en moins de 20 minutes ! Bravo Yassir Express ! #Efficace,French,5,Algeria,Positive,Delivery Speed
502,La qualité de la nourriture laisse vraiment à désirer. Pas satisfait.,French,2,Algeria,Negative,Food Quality
503,"Great service! The app is easy to use, and the delivery was fast. 👍",English,5,Algeria,Positive,App Usability
504,التوصيل كان بطيء والطلبية ناقصة، خدمة سيئة.,Arabic,1,Algeria,Negative,Order Accuracy
505,Excellent rapport qualité-prix. Les repas sont chauds et délicieux.,French,5,Algeria,Positive,Pricing
506,"Packaging was really good, but the delivery took forever. Disappointed. 😕",English,3,Algeria,Negative,Packaging
507,بصراحة الخدمة ما عجبتني، الطلب تأخر بزااااف.,Arabic,2,Algeria,Negative,Delivery Speed
508,"Service parfait, je recommande vivement ! 🌟",French,5,Algeria,Positive,Customer Service
509,"The food was amazing, but I think the prices are a bit high.",English,4,Algeria,Positive,Pricing
510,التغليف كان رائع، والطعام وصل ساخن. شكرا لكم!,Arabic,5,Algeria,Positive,Packaging
511,Commande incomplète et aucun remboursement. Très déçu.,French,1,Algeria,Negative,Order Accuracy
512,"User-friendly app, and the delivery guy was very polite.",English,5,Algeria,Positive,App Usability
513,الأسعار مرتفعة جدا مقارنة بالخدمة.,Arabic,2,Algeria,Negative,Pricing
514,Livraison rapide et prix très corrects. Je recommande !,French,5,Algeria,Positive,Pricing
515,Terrible service. They forgot half of my order. 😡,English,1,Algeria,Negative,Order Accuracy
516,"La nourriture était vraiment délicieuse, je reviendrai sans hésiter !",French,5,Algeria,Positive,Food Quality
517,التطبيق بزاف صعيب ومربك، ما عجبنيش.,Arabic,1,Algeria,Negative,App Usability
518,"Packaging was impressive, and the food tasted amazing! 🥗",English,5,Algeria,Positive,Packaging
519,التوصيل كان سريع، لكن جودة الطعام تحتاج إلى تحسين.,Arabic,3,Algeria,Negative,Food Quality
520,J'ai été surpris par la rapidité et la qualité du service. Bravo !,French,5,Algeria,Positive,Customer Service
521,Review_Text,Language,Rating (1-5),Country,Sentiment (Positive/Negative),Aspect_Focus
522,Livraison super rapide et la nourriture était bnina! 🍔,French,5,Algeria,Positive,Delivery Speed
523,"La commande est arrivée barda, froide et retardée.",French,2,Algeria,Negative,Delivery Speed
524,التوصيل سريع والاكل طيب جداً، شكراً لكم! 😊,Arabic,5,Algeria,Positive,Food Quality
525,خدمة التوصيل سيئة جداً، الطعام وصل بارد ومغلف بشكل سيء.,Arabic,1,Algeria,Negative,Packaging
526,Great service! The delivery was on time and the food was delicious.,English,5,Algeria,Positive,Delivery Speed
527,La nourriture était délicieuse mais le prix est un peu élevé.,French,4,Algeria,Positive,Pricing
528,La plateforme est barda mais la livraison a pris trop de temps.,French,2,Algeria,Negative,Delivery Speed
529,الأكل كان مش بطال ولكن التغليف كان ضعيف.,Arabic,3,Algeria,Positive,Packaging
530,"Food arrived on time, but the quality could be better.",English,3,Algeria,Positive,Food Quality
531,"Service client très réactif et efficace, merci! 👍",French,5,Algeria,Positive,Customer Service
532,تطبيق التوصيل سهل الاستخدام ويعمل بشكل جيد.,Arabic,4,Algeria,Positive,App Usability
533,The order was incorrect and it took forever to get it fixed.,English,2,Algeria,Negative,Order Accuracy
534,Livraison rapide mais le repas n'était pas chaud.,French,3,Algeria,Negative,Food Quality
535,الطلبية وصلت بسرعة وكانت الأسعار مناسبة.,Arabic,4,Algeria,Positive,Pricing
536,Loved the packaging! Everything was secure and fresh. 🥗,English,5,Algeria,Positive,Packaging
537,La nourriture était barda mais la livraison était lente.,French,2,Algeria,Negative,Delivery Speed
538,تجربة توصيل ممتازة، شكراً لكم!,Arabic,5,Algeria,Positive,Customer Service
539,"The app crashes frequently, making it hard to place orders.",English,1,Algeria,Negative,App Usability
540,"Service moyen, rien de spécial.",French,3,Algeria,Positive,Customer Service
541,الأكل كان طيب ولكن التأخير كان مزعج.,Arabic,2,Algeria,Negative,Delivery Speed
542,Everything was perfect! Will order again. 😊,English,5,Algeria,Positive,Order Accuracy
543,La livraison a été correcte mais le repas manque de saveur.,French,3,Algeria,Positive,Food Quality
544,خدمة سيئة جدا، الطلب لم يصل في الوقت المحدد.,Arabic,1,Algeria,Negative,Delivery Speed
545,"Good prices and tasty food, highly recommend!",English,4,Algeria,Positive,Pricing
546,"La plateforme est bizzare parfois, mais généralement bien.",French,4,Algeria,Positive,App Usability
547,الأكل وصل سريعاً ومغلف بشكل جيد.,Arabic,5,Algeria,Positive,Packaging
548,The delivery person was rude and unprofessional.,English,1,Algeria,Negative,Customer Service
549,Très satisfait de la qualité et de la rapidité.,French,5,Algeria,Positive,Delivery Speed
550,التطبيق سهل ولكن بعض الأوقات لا يعمل.,Arabic,3,Algeria,Positive,App Usability
551,"Food was okay, nothing bnina but acceptable.",English,3,Algeria,Positive,Food Quality
552,Livraison rapide et service client au top!,French,5,Algeria,Positive,Customer Service
553,الأكل بارد والتغليف غير جيد.,Arabic,2,Algeria,Negative,Packaging
554,The prices are a bit high compared to local restaurants.,English,2,Algeria,Negative,Pricing
555,"Tout était parfait, je recommande vivement! 👍",French,5,Algeria,Positive,Order Accuracy
556,توصيل سريع ولكن الطعام لم يكن كما توقعت.,Arabic,3,Algeria,Positive,Food Quality
557,App is user-friendly and easy to navigate.,English,4,Algeria,Positive,App Usability
558,La nourriture était froide et sans goût.,French,1,Algeria,Negative,Food Quality
559,خدمة عملاء ممتازة وسريعة الاستجابة.,Arabic,5,Algeria,Positive,Customer Service
560,Delivery was delayed and the food was incomplete.,English,2,Algeria,Negative,Order Accuracy
561,Les prix sont raisonnables pour la qualité offerte.,French,4,Algeria,Positive,Pricing
562,الأكل لذيذ والتوصيل كان في الوقت المحدد.,Arabic,5,Algeria,Positive,Delivery Speed
563,"The packaging was damaged, and some items were missing.",English,1,Algeria,Negative,Packaging
564,"Service rapide et efficace, merci beaucoup!",French,5,Algeria,Positive,Customer Service
565,التطبيق يتعطل أحياناً مما يسبب مشاكل.,Arabic,2,Algeria,Negative,App Usability
566,Good food but the delivery was a bit slow.,English,3,Algeria,Positive,Delivery Speed
567,La commande est arrivée rapidement et en bon état.,French,5,Algeria,Positive,Order Accuracy
568,الأكل كان مشبعة وكانت الخدمة ممتازة.,Arabic,4,Algeria,Positive,Food Quality
569,The app interface is confusing and not intuitive.,English,2,Algeria,Negative,App Usability
570,Très déçu par la qualité du repas.,French,1,Algeria,Negative,Food Quality
571,خدمة رائعة والأسعار مناسبة جداً.,Arabic,5,Algeria,Positive,Pricing
572,La livraison était barda et le repas était délicieux!,French,5,Algeria,Positive,Food Quality
573,الأكل بارد والمغلف سيء جداً.,Arabic,1,Algeria,Negative,Packaging
574,"Great app usability, easy to place orders.",English,4,Algeria,Positive,App Usability
575,La nourriture n'était pas bnina comme d'habitude.,French,2,Algeria,Negative,Food Quality
576,التوصيل سريع والأكل لذيذ.,Arabic,5,Algeria,Positive,Delivery Speed
577,The order was missing items and took too long to resolve.,English,1,Algeria,Negative,Order Accuracy
578,Service client efficace et sympathique.,French,5,Algeria,Positive,Customer Service
579,الأكل كان مش بطال ولكن لم يكن طازجاً.,Arabic,3,Algeria,Positive,Food Quality
580,Prices are a bit high but the food is worth it.,English,4,Algeria,Positive,Pricing
581,La livraison a été retardée et le repas froid.,French,2,Algeria,Negative,Delivery Speed
582,التطبيق سهل الاستخدام لكن هناك بعض المشاكل.,Arabic,3,Algeria,Positive,App Usability
583,Food quality has declined recently.,English,2,Algeria,Negative,Food Quality
584,La commande était correcte et arrivée à temps.,French,5,Algeria,Positive,Order Accuracy
585,الأكل وصل بارد ولم يكن لذيذاً.,Arabic,2,Algeria,Negative,Food Quality
586,"Excellent packaging, nothing was spilled.",English,5,Algeria,Positive,Packaging
587,La nourriture était ok mais le service client est mauvais.,French,2,Algeria,Negative,Customer Service
588,خدمة التوصيل بطيئة جداً.,Arabic,1,Algeria,Negative,Delivery Speed
589,The app is intuitive and works smoothly.,English,4,Algeria,Positive,App Usability
590,La livraison a été rapide et le repas était bnina.,French,5,Algeria,Positive,Delivery Speed
591,الأكل كان مش طيب كما توقعت.,Arabic,2,Algeria,Negative,Food Quality
592,Affordable prices and good food quality.,English,4,Algeria,Positive,Pricing
593,La nourriture était fraîche et bien emballée.,French,5,Algeria,Positive,Packaging
594,خدمة عملاء سيئة ولم يتم حل مشكلتي.,Arabic,1,Algeria,Negative,Customer Service
595,The food was delivered on time and was tasty.,English,5,Algeria,Positive,Delivery Speed
596,La plateforme a des bugs fréquents.,French,2,Algeria,Negative,App Usability
597,الأكل وصل في الوقت المحدد وكانت الأسعار مناسبة.,Arabic,5,Algeria,Positive,Pricing
598,The delivery was cold and the food was stale.,English,1,Algeria,Negative,Food Quality
599,Très bon service et nourriture délicieuse.,French,5,Algeria,Positive,Food Quality
600,التطبيق صعب الاستخدام ويتعطل كثيراً.,Arabic,2,Algeria,Negative,App Usability
601,Good customer service and reliable delivery.,English,4,Algeria,Positive,Customer Service
602,La nourriture n'était pas à la hauteur des attentes.,French,2,Algeria,Negative,Food Quality
603,الأكل طيب ولكن التغليف كان سيء.,Arabic,3,Algeria,Positive,Packaging
604,The prices are too high for the portion sizes.,English,2,Algeria,Negative,Pricing
605,Livraison rapide et nourriture fraîche.,French,5,Algeria,Positive,Delivery Speed
606,خدمة التوصيل ممتازة والأسعار جيدة.,Arabic,5,Algeria,Positive,Pricing
607,The food arrived late and was cold.,English,1,Algeria,Negative,Delivery Speed
608,La commande était complète et correcte.,French,5,Algeria,Positive,Order Accuracy
609,الأكل ليس بطعمي المفضل.,Arabic,2,Algeria,Negative,Food Quality
610,"Affordable and tasty meals, will order again.",English,4,Algeria,Positive,Pricing
611,La livraison était lente et le repas froid.,French,1,Algeria,Negative,Delivery Speed
612,التطبيق يعمل بشكل جيد معظم الوقت.,Arabic,4,Algeria,Positive,App Usability
613,"Food quality has declined, not satisfied.",English,2,Algeria,Negative,Food Quality
614,Très bon rapport qualité-prix.,French,5,Algeria,Positive,Pricing
615,الأكل وصل في الوقت المحدد وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
616,The app is buggy and hard to use.,English,1,Algeria,Negative,App Usability
617,La nourriture était excellente et bien présentée.,French,5,Algeria,Positive,Food Quality
618,الأكل ليس طازجاً كما كنت أتمنى.,Arabic,2,Algeria,Negative,Food Quality
619,Good service and the food was tasty.,English,4,Algeria,Positive,Customer Service
620,La livraison a été retardée sans raison.,French,2,Algeria,Negative,Delivery Speed
621,الأكل وصل بسرعة وكان طيباً.,Arabic,5,Algeria,Positive,Delivery Speed
622,Review_Text,Language,Rating (1-5),Country,Sentiment (Positive/Negative),Aspect_Focus
623,Livraison super rapide et la nourriture était bnina! 🍔,French,5,Algeria,Positive,Delivery Speed
624,"La commande est arrivée barda, froide et retardée.",French,2,Algeria,Negative,Delivery Speed
625,التوصيل سريع والاكل طيب جداً، شكراً لكم! 😊,Arabic,5,Algeria,Positive,Food Quality
626,خدمة التوصيل سيئة جداً، الطعام وصل بارد ومغلف بشكل سيء.,Arabic,1,Algeria,Negative,Packaging
627,Great service! The delivery was on time and the food was delicious.,English,5,Algeria,Positive,Delivery Speed
628,La nourriture était délicieuse mais le prix est un peu élevé.,French,4,Algeria,Positive,Pricing
629,La plateforme est barda mais la livraison a pris trop de temps.,French,2,Algeria,Negative,Delivery Speed
630,الأكل كان مش بطال ولكن التغليف كان ضعيف.,Arabic,3,Algeria,Positive,Packaging
631,"Food arrived on time, but the quality could be better.",English,3,Algeria,Positive,Food Quality
632,"Service client très réactif et efficace, merci! 👍",French,5,Algeria,Positive,Customer Service
633,تطبيق التوصيل سهل الاستخدام ويعمل بشكل جيد.,Arabic,4,Algeria,Positive,App Usability
634,The order was incorrect and it took forever to get it fixed.,English,2,Algeria,Negative,Order Accuracy
635,Livraison rapide mais le repas n'était pas chaud.,French,3,Algeria,Negative,Food Quality
636,الطلبية وصلت بسرعة وكانت الأسعار مناسبة.,Arabic,4,Algeria,Positive,Pricing
637,Loved the packaging! Everything was secure and fresh. 🥗,English,5,Algeria,Positive,Packaging
638,La nourriture était barda mais la livraison était lente.,French,2,Algeria,Negative,Delivery Speed
639,تجربة توصيل ممتازة، شكراً لكم!,Arabic,5,Algeria,Positive,Customer Service
640,"The app crashes frequently, making it hard to place orders.",English,1,Algeria,Negative,App Usability
641,"Service moyen, rien de spécial.",French,3,Algeria,Positive,Customer Service
642,الأكل كان طيب ولكن التأخير كان مزعج.,Arabic,2,Algeria,Negative,Delivery Speed
643,Everything was perfect! Will order again. 😊,English,5,Algeria,Positive,Order Accuracy
644,La livraison a été correcte mais le repas manque de saveur.,French,3,Algeria,Positive,Food Quality
645,خدمة سيئة جدا، الطلب لم يصل في الوقت المحدد.,Arabic,1,Algeria,Negative,Delivery Speed
646,"Good prices and tasty food, highly recommend!",English,4,Algeria,Positive,Pricing
647,"La plateforme est bizzare parfois, mais généralement bien.",French,4,Algeria,Positive,App Usability
648,الأكل وصل سريعاً ومغلف بشكل جيد.,Arabic,5,Algeria,Positive,Packaging
649,The delivery person was rude and unprofessional.,English,1,Algeria,Negative,Customer Service
650,Très satisfait de la qualité et de la rapidité.,French,5,Algeria,Positive,Delivery Speed
651,التطبيق سهل ولكن بعض الأوقات لا يعمل.,Arabic,3,Algeria,Positive,App Usability
652,"Food was okay, nothing bnina but acceptable.",English,3,Algeria,Positive,Food Quality
653,Livraison rapide et service client au top!,French,5,Algeria,Positive,Customer Service
654,الأكل بارد والتغليف غير جيد.,Arabic,2,Algeria,Negative,Packaging
