,title,text,stars,label,language
1037,gAAAAABnUH4Nd8P8FAGKpditxi3Rj25YPe-4LacnsInmazAIZDQZQ1wWY1EsP7XvvDGfjZx9ONk-DsjM9Gox5twaxF7iuYuw65kroJcZlRd-h0GURQHPQeY=,"La bouffe est excellente , prix abordables très propre et service impeccable",5,1,
1038,gAAAAABnUH4NUVe-sl6QBPZl0Sf9lwFkOIdgutebgxyt78zwE_DDKMAU2aY9gai7HSZotlmV1cQEzXDqnJZC_k-38fBqq9LcO57cGY3_tFbxc5H7IlUuCoE=,"Nourriture très bonne, bon accueil",5,1,
1039,gAAAAABnUH4Nzym8HqsOiadS09XzL1xXNUWfgVMvwwyAtUE439h1ttVxTvi-44xpgEkm6eCBTfJMTWsGe8Cpw3ZJKp2B9R3ezhXSCsrMT-g44JXID77A4Jg=,Best burger and Poutine I ever had in Algiers. I took a forest burger and it was just great. Keep it up guys!,5,1,
1040,gAAAAABnUH4NP008-NPoZNsY3GGKCol02s6rLFAq_3AY7ufniVMHz3dyPGTwYbK9kqP-QDoF5YT4K17sr5WOjn8RAhd_D2w3FCkqHIF5KbRn6SqDXsVZN08=,Après avoir commandé pour 4 personnes mon menu est pas arrivé je relance le serveur il me dit que sa arrive une que tout le monde a fini je vais m'expliquer pour dire que j'ai pas reçu ma commande il me sort qu'il avait pas ma commande sur son écran mdr fatigué le service,1,0,
1041,gAAAAABnUH4Nh2NR1eHJ0LectfQTHJV7BZsrS_PJUh_kCHJy0gl78_dA5Tw10pd-sb1aIDpG76By9z7crzbdvSRwQGt9rLhi_XqaAadCh3q-UA9WlCd_JIU=,Framchement jais dû attendre 1h30 sachant il y avais des gens venu après nous et ki on étais servi avant nous le personnel le disant qu’il viendrais et tt alors ke à la fin on nous a même pas servi et j’vous recommande pas pire expérience,2,0,
1042,gAAAAABnUH4NM5_NNRcaC7owqfVH2WGD2MAwUU40hh0n0KDCaktDK7DYff1e5W1lMG2ZfDOgumcr7a04gNl5YCLoqWabxuEU3p-lOvIg1R4V3H8MKaqmhv8=,"Pas à la hauteur de celui qui est à kouba, les employés ahuris, service un peu lent, et la nourriture servie pas la même. Pourrait s'améliorer",3,0,French
1043,gAAAAABnUH4N4Nv3Q0to2DIIhSmwMdsP4eqXdEpfwY-0G8X0MWOj6ETnzcZ2v7AV7_dOixiL-C1wlHMxBc1VWeWP3hLu5wKgxjnxqCTHYdT-SUg62Q9eJXY=,"Dans l'ensemble les burgers n'était pas fameux, ils avaient pas de gout exceptionnel, on s'attendait à mieux mon amie était déçu, en revanche les serveurs étaient accueillant.",2,0,
1044,gAAAAABnUH4NrDmEeJpxL5OyuA2cfnJdkEYckp6iQ-aTgoSmEWkjSS6Mq_ASCrm2jcYzoyQ-xaDxDfvsLOsvnxpCLmJyXUDFTPfuegArt7MjAJuyQlMBQUs=,"Pire Experience ever, 1h pour être servi alors qu'il y'avait peu de monde, les prix sont hyper chère pour ce que c'est et surtout la chaleur est atroce, payer une canette 150 da pour qu'elle arrive chaude, c'est du vol, et les frites dans la Poutine sont infecte et immangeable, meme pas cuite. Et j'ai du payer 650 da pour ça, vraiment a éviter.",1,0,
1045,gAAAAABnUH4N_ECqPZQVnbcSNgYDT2hsv6b__FOtG_GFydtFEW_571Gm1Ne5zSXwToh5Dy6rbecmkP4XIBhXl7_1eE_V54vWonV9Jf-G4YiKACmnMtbs0Nc=,ماكلا بنين أنا و لفامي من بكري وحنا نكلو عندهوم تاع لقوبة و سيدي يحيك و حاتا هذا بنين,4,1,
1046,gAAAAABnUH4Nwpc7Ike8-ifDsw7DBmvxdtcfWytc1v1-z9h12p048G18cgaZS2_5Y7Q3JbfVmoAkhVFefFKfM4S2BCTO_QbRDHLef89VBw7Z-6seqxgZ9MQ=,ماكلة طول باه جي وڤازوز سخون فريت قالك تاع بلجيكا بصح نورمال تاع دار خيرمنها المهم اسم برك,1,0,
1047,gAAAAABnUH4NKEgDIs5xbtoZmQBdtoGQRKtmEj0cDD5kuRgo_gujFdMANZsqxcy1dCmIqSZJxC_b7FAb4rCluq5uOy8Rs-8dxZK2QkN62FZJKwb-kL75sj8=,,5,1,
1048,gAAAAABnUH4NxD09RVN4WKVtHRu2gHyLCT4beBmDo_5U0_nurYz4WDkLnIewQB-khzzYUYWbiC6cd4p8xyUZoxbU2XNAhsWXro5zCEgkuLZJ0404oVJfvnA=,,1,0,
1049,gAAAAABnUH4NL9CizJF3e5K9z3BLz2MMHYvtMRRFsKvDR3cb7J8yjB_PZgGLTLhsUMM00xlWn5pFvQQUSSjLEZtZ4LpRFvMDZlaBO8g4ne4KDHSsx4rl_Gs=,J'ai pas trop aimé le service a trop dégradé,1,0,
1050,gAAAAABnUH4NlazLGUP9pcZokCaP4fNVSs-eZnP0LEmFbJ9q-ZnsjpDIYy_PhswFHg9e7SuJGe3pEVK1dkUwxACKTGhLlQTaxYnD0jF_IcXXHiY6n-IVJOw=,Hyper gentille l'assistante et le maître Imane bonne continuation,5,1,
1051,gAAAAABnUH4NNu_-ozMnAzaO-4cHnaNKlYqwpyqe_cMMiZMmTxqtP6U7MKI0YH1_nZ20wDGpLyWDySEBHH2vAir-Uic0nvvitmTTk1r3DpSCBIMZqNZ9C1A=,Magnifique je vous le conseille qualité prix propreté service,5,1,
1052,gAAAAABnUH4Ndn_Bh9Pmn2phXF3YNqNczFCB1S8fBphtbpF5VWpZxwmp3pEXO1J-ReZgFl0OPjPFtQp5MaN8uCvuo87h8hyBYgUG3Hejv3EkyBG4qmwLuMs=,"Service trop long, accueil 0, erreur dans la prise de commande,",1,0,
1053,gAAAAABnUH4NocuxYEqtBD3tsLxe3N_1OS-qJCmeqrF48leNbvDWLtjkY6I57isslV9rW7aYcOE_-dKmLwmqP2q-ETg2dTAr3C4vuP04dLzlwsRLjMNoobU=,,4,1,
1054,gAAAAABnUH4NvFcxfV7FAq2cUl1435WllWmW2UJEIjzBy5tfXIKtCNRNPuDfpjM6oD0v8_bwLHn5GIUujzP9fkddo4bc_K3VQEZ-M8iaXfvIXOeP6aCzXQk=,Mejbnich,1,0,
1055,gAAAAABnUH4NNsM2j8xTfuIGjjxbnnpAy711fgFA2DfKfNsYm3mSXcFDatKXfNaMaCMZCyqNryYUpNkaU2TdVt1CiWGecHW0h9GNIkVP9ht6jUse6iBhVjU=,Trop bon,5,1,
1056,gAAAAABnUH4NDxAtmtc9g8zwDY6Zw26ZXYrNqvXADhvZCmMwmSobYEGwQm_1PbYUUeelcgP-dd5T6DtwVw0r9WX9R_tFeSl0iAA3B_puAhH_N6wpiA9m4ok=,Service nul! Le serveur! il a parlé mal! 0 politesse!!!,1,0,
1057,gAAAAABnUH4NcETJmWNVOcod79Zh1vcMwUMexQr7C9pLhOCHkbMFbny-HFMfzip8RueMYZ869poa4pJBguJGn1KIboXp1O3SN1b0Jh84ueh3JInX6a_kNKY=,Service médiocre.,1,0,
1058,gAAAAABnUH4NUrxW_vRAnhA84DJef26vyvwKltj5ZxhesgLxbL8j9CefwNw8E8044KFamot2V92tyTal4tPCRGR2wx6IDTANxS4yC-DEZQXfmyoJ3k-LD_w=,"L’accueil est bien
 Le tacos et les pizzas sont bons également
 Juste le stationnement pas disponible trop de monde",4,1,
1059,gAAAAABnUH4N0LAvD-I_DBY_A__k_PEzWKIdPz7Z6qgnqQA0X1jK6_YEIhjST-oXjh1tWlVhTuj2UujGa6qmt1dHiT8C2wsNIxD9ioXOnIeSPjgl1O1NwWw=,"Service extérieur catastrophique la première des choses la cigarette
 Trop d erreur à propos de
 La commande aucune organisation
 La pizza pas bonne du tout
 Mon.message au patron il faut former le personnel avant de commercialiser les produits",1,0,
1060,gAAAAABnUH4N4VLVByXB0vgdWAvNnjLIs2hivffE4Q43uIwmcpW9KnbfxsdBXb6JWgzzV1LV1mO7hMP6-TsVXz6Njm9WXLTPQkT37H_-dVbN6xCI5XQ8uyI=,,2,0,
1061,gAAAAABnUH4Ny3-_gsFOcUxDNB-xtmsu1jlE_w1DIh9UMSZXNhYLLGZpFvWZfP8szd_Buqrj8NF-wiCfRJxR6IUzk58BWQPDeWhBKSeZJDGtKWwfUJA7NM4=,"Aux amateurs du burger,Excellent endroits pour vous régaler",4,1,
1062,gAAAAABnUH4NAPpa-AyHsypKbvLV8BCs9SfdqIp3Szh7tTyzUi_ze2eTT0QxMSXAzltsDU5nRlOIic8MoQAU9fmHcoUqIt1duipgB_hf5mGWdmqtn0gi8Y4=,2 heures d'attente pour la livraison. La commande n'es pas complète. Les frites fromage sans fromage. Les boissons chaudes au lieu des froides. Le burguer froid. Ils sont annulé un sandwich sans advertir. C'est nul. Plus jamais,1,0,
1063,gAAAAABnUH4NU96ih-PK3vQY7OVq5FsZBL2leZq0C71g2OE2DRLvVV11MXKnI37Czu5RLvZMV_k5Vg_c4Ot6541tUdc4x_-jLQSM9E90h8HZGFroIp5X35M=,The best,5,1,
1064,gAAAAABnUH4Nj7eWWcsESxbW7mEwUjzegD2jy6dZOSw4UDocWxi_gWEKYSd1bjnZDYdVpZezi8FUCUkGRQdBTzY8nzNVNdtfKPbTpWv3z0DA85Dx3oS8bvs=,Burger nullisime aucun gout fade .. poulet pané a un drole de gout premier et derniere fois chez vous,1,0,
1065,gAAAAABnUH4NOCN8GZEKoXFPcHKev-04vglPC4s4yQZiMvqyJn549AvNtsABKZDYkncDhEGhWkGzU7dmELkq7oB-2NwwgQypK8DCfOlFCCgdnCLCTyCFz5w=,"Service très rapide, personnel très gentil, j'ai pris un tacos M poulet c'est crémeux et bien saucé avec une quantité de fromage et sauce",4,1,
1066,gAAAAABnUH4Nif1WDClhPaWMlGNTcpPOavaXNCBBJTWW-iT0n93LG3rOyocJiJwTOqfqs9dHVozMSuhqkP_jqG9LWxJ9pxeX5R6owJq55PhXixGRM9Soetw=,Ç'est abordable cv mieux,4,1,
1067,gAAAAABnUH4NPahNdATAv3yliA_ozjiglo7r-R7N7LeBAAvbGEl2cQRSazsA5tKvsyhTVw4Oi-AiOCQd9pSwA_mjAYaGIycvX-OtkXkdxG1oF7rFHxy3SfM=,"Trop bon et un très bon service. On est allé en famille et tout le monde a aimé. Moi j’ai pris un burger RIO et je le recommande fortement pour les amoureux du sucré/salé.
 Merci beaucoup à l’équipe",5,1,
1068,gAAAAABnUH4NWWg7Df8GRYHHSAXcdS08uvkNyRPsUZS7TUCKXHVITqm45WTGg40Ny-EaNcbkWc2bh4MLha_UgEbD3wdhfuyhVTPeJdjpIyZ8tDMF4uxcllE=,Je met trois étoiles car ce n'est pas mauvais mais ce n'est pas non plus bon.. tacos et burger manque cruellement de saveur gros déséquilibre entre les sauces et les portions. Petit + pour les frites ! Bref Je n'y retournerai pas,3,0,French
1069,gAAAAABnUH4N9blmAvPlJv5EdE0No_V1tG1E_W4aZgCcbxPPHU_v_I_B2CYy9bldjERFKc0qTIaarbWVT-XG5bEBqLoo8x_dHXFF_c0f84Gmptv-sSLmjGQ=,Top,5,1,
1070,gAAAAABnUH4NASnzuZUuZh48DOqsknS5fWimJcddSM-y2iE-qymSNgxulaoUitRVqBqXtIOODDLPPZ9BjDwNmFa1sXAepRZOJXxRIel7cs2I-ChRfMqHuG4=,"Le service est super lent comme pas possible, mais les tacos et les frites étaient plutôt bon",3,1,French
1071,gAAAAABnUH4NlZeiZD747LJw-NPetT29FS216w8WndqMu_hyH0JA8ttR4Y1HHvQinaBkC_cJvOqvMCOXIrfKxmjHBexjgonTu-VQZIhY0QXMdxgbQ52Snvo=,,3,1,French
1072,gAAAAABnUH4NK4zAmvLranaCDCaci9nf_UFNi8E7XQlG8J9qq5JroxpzKeGKh5e_O0TDyB-62Xx-QJMub9ZKsq8IctI63NRjAaXJ4aIsh-s2ZiS-cYSpJ48=,Pas mal,4,1,
1073,gAAAAABnUH4N3PEGZS9SFnf1m84iPneYRJdmKnpbKFlnl_ZpGXDT0X_1qqtksysauDm7KYb-CZhgtyuTj5SAol_in4_-q5g6cikog3mynL9obZwXsgRQ3tw=,"I ordered crispy chicken burger and a chicken sandwich, The the portion of the chicken in the burger was so small , the salad is old and saggy as shown in picture , and the burger is so dry , doesn't deserve 500da ! Where's the cheese sauce !!!! The snadwich was nice .",2,0,
1074,gAAAAABnUH4NLw9fd_QgbgWDbhBiEl-IolctCgjqSMVSlDeoPCJdyL4gsSOmdKoC15utWUzCTyAO_evrnk2WOOYxEJWZ6WVF-vq0pZhh9izVEg8jm-ctBHQ=,Je vous recommande c'est juste magnifique,5,1,
1075,gAAAAABnUH4N13Yt7gcUVnIOxUixA0uG_Q269yrWq3JmMLmB4yG_gxlC2Np1Pr3S5bEQeN0rY9oS4_LzbHf3-_9DWFIRFaVhUnWvGIiaAX8Pyv0WM9bEbB4=,استقبال جيد و اكل لديد اتمنى لكم المزيد من التألق,5,1,
1076,gAAAAABnUH4NiHGq9TBQx6mOZe5teV1O4-Ws6dtsWVC_gkSyXt2kSSORCFA7zMN2Ppv-YEkykI1fyWh1CrB5SXjICFUvFC3NP4gKG3JqveMpB4fTLE0HFt0=,Lieux très propre et respectueux,1,0,
1077,gAAAAABnUH4NGHce13cmatnsz46kIJLcveYKfusTximILoBm2yMb9M4XMbhdW9t2HMejJNmh-4lneFp_fWIZmF6qjHIZgnU48leHNisSqSg8PwdcfSPz8rA=,Goood,4,1,
1078,gAAAAABnUH4NI07qHs_RLZ51NDi9awGYDdBp23VMKGo71Aj7biQqzb23Y6xbHfT-W8fLJpJzBh2AP2LVBkGO8cyC_QGJ5jdxWxxPlsseRlNwUwZlgZK3zP4=,"Oh, ouiii",3,1,French
1079,gAAAAABnUH4NoYEdtCmmG7Kp089APWKRPPwFc8w6l0qTZFRKnmHvX1wdBOy5nIeZsiDaca7XipWUXmpwinFJxMDEtLi2KtGkggwtE3UD0t1khC9xTmDA__c=,Très délicieux,5,1,
1080,gAAAAABnUH4N9JlJt1L3rpiQTvMpzcd1LRtp6VHRKSZvjZcBZXg6_UFdSH4UPtjlA9Yh94YdeIiSPowcPAvEf3AxHT-Fca9MhoAFgvkcddgH6__OYcUfvzk=,Ideal ❤️,5,1,
1081,gAAAAABnUH4NXJ83RYoR5RTTNBkLGNoOwlNyfOQXQfNMx30wWpeVm5jAKK7DslUfWIQNsffJ4k0BGNU_mbRlMu-AZ_Vm5Wx6ONBt0SbesZRvzu3BM4tjrQE=,"Une bonne bouffe, franchement à ne jamais regretter5/5
 Service rapide 5/5
 4/5 par apport à la propreté
 Et 3/5 par apport au stationnement",4,1,
1082,gAAAAABnUH4NcwJbyoEZBggcV-tPOjJf8Tqg622IJRcXoFa1taIQyCe-TbVPGxj46d8AomDAnYf_Ocjaf1ftMm3exKRSWdezfji5ZSp4pGiFzUkM3HBGiJo=,"J’ai pris un tacos anniversaire (le grand tacos qui fait office de gâteau).
 Le service était rapide par contre le goût laisse à désiré, dans le sens où on a l’impression de manger de la viande sans plus : peut être pas suffisamment de sel d’assaisonnement et d’épices (je ne parle pas de piment /7ar, juste donner du goût à la nourriture) et trop de sauces (huiles de toutes sortes…)",4,1,
1083,gAAAAABnUH4NC_dwr1NO4X8ljLgtchxtfZPPXbRz0uaRdDpQmW52o79_cAJ7Xw-bV0SX1p78285AaD1TxG4ZafB4mJVXPsdUGsqMGUuLkvw91pLXFwZFduU=,من فضلكم تتبيل الدجاج . تحطو مسلوق بالملح لا ذوق ولا شيء,3,0,"{""choices"":[""Arabic"",""Darija""]}"
1084,gAAAAABnUH4N6-t2EaZ5A14GEWqfDEN4MlAP3jOeCxXKRr4wyBtVx6P1RqrMESeASe_8INfDrST_Ct0Bzzs9znK4dLYDHKS8VfPZuXtVfBMDzWJz5N7NOn0=,"The service is their only defect. Otherwise, it's a good place for a fasr food.
 Their burgers are among the best out there",3,1,English
1085,gAAAAABnUH4NjgG2lcewdp3NUwQ9AKu890yTUqtX-0XbLGxJh3PNXt_grcTfNuxqBoKvYnx2vYiyZqiFBm07Jq7mf_N5uq3OKLh12p-EKe7tT7pSDm0QsGc=,❤️,5,1,
1086,gAAAAABnUH4N9kyw3ckrxUjpoN3Yl3RTt_cjZjizjEqoyTSHnYpDi2hkGitD208yRDL4cMDROtPOZiik1Gt6_uZlg59wchl_RXt8sd1UGc0qpNY3EQZ0wXY=,"Les prix sont chers par rapport a la qualité de la bouffe
 Le service doit être amélioré
 
 Je ne recommande pas",3,0,French
1087,gAAAAABnUH4NkI74T3WUS54i6FwFiaQFE6G7cY_k1qwIGABe1I2ML5RxwQemDT45o7uajMJ1ANzOvvkS9TJG4v6zvOLfrI8c-zQf_qwkzrCudre9Nr8KiVY=,Le hamburger est bon et le personnel est accueillant,4,1,
1088,gAAAAABnUH4NH21lbDHmqmBq5HHvq3c_HeLZjCnaLTN2-pUYHhnU2gJXkQPenHw6Gz72-JMEQPH-Kyx1PFgmOIgTs92hIrDFcpNMrGOVvLIFqQS41blR7oY=,"Concept Sympa ;burgers bons , quantité de frites super généreuse .les enfants ont vraiment beaucoup apprécié",5,1,
1089,gAAAAABnUH4N9dG7ZC4C2Yd7ZXjx219pN_NejOO0QLoVPriqhcPI58LSEKxoyNDFE3lgSUIFKPmsmRYbEk2JKTJvX-gAMB0PvZUruZZif-vPaZAYQopzXU0=,Le service doit être améliorer,1,0,
1090,gAAAAABnUH4NO0T_6-NXMzYQ02XJe47e94PJWlcOp9Pgf48cIwbSPAgG-pOwmlCaD5EqDgp0YK_AW11EGONdPBhZdSWK3Qr9xBfMqGIzvwZ2UNQbGhMn-2Y=,la commande itawlo.. les Burger sans goût...,2,0,
1091,gAAAAABnUH4N_5ET-ag6H0uZjXU-rPe1nRzxb6-xYb-grLNKXAMlqnpT5j0bdbnq19wOry82Htlaj7a0QIJX8Qbo2AWdnnxZRlvRoXcxqt9w04ORkVHRF6k=,"just famous cuz of the name
 the food tastes bad . not worth the money what so ever
 never going to this place again",1,0,
1092,gAAAAABnUH4NawXs9TVSxbH-UdIom7GrDsehlzS7P5s9qVQjnVwJtvED5M1yyXm4R19yL6HlTpl5t96dN-8-0_Dvo56-N3chrwiYysXZxQ02exMTnVqZBdA=,J'ai demandé un tacos plus gratin poulet c'est la bonne bouffe la livraison elle était vraiment rapide merci pour vous,5,1,
1093,gAAAAABnUH4NVy-JjydZ7W3ronaM4CFOCwM-_g9U6YiDmmitIyaiIqGZTKMfSKMe-gQ07Ip6q09BEujs21R1ovCtCecQ18CiTQ1FunGSjeqf_9dJm4sa09s=,"Le pain est bon et bien généreux et gourmand
 Je valide",3,1,French
1094,gAAAAABnUH4NUT__-meuYS5eIgATzktXnAwXz3Ee0yApIBgGcZ1oqLcTu4Zf2O4J-px9s-fi7PxQCNYm1AxB_wgl3_TW9TgyLucRdzePv_7i9kLg9JNJf_Y=,"Attente un peu longues mais hamburger sympa , choix variés, frites maison bonne quantité, juste un conseil ne vous aventurer pas a prendre deux hamburgers. Ils sont pas l'air mais ils sont costaud. Prix compétitifs",4,1,
1095,gAAAAABnUH4Nb53H9fs2cZv8u00rEd17vDyTP5iRS4v0F837Ur5bM23d0YpTdzMGNjI1Vl6dIN1cuhZt2lhHKpaGsW6P9EgcgbHm7tpWS0Wn00EQmuUIz8c=,"Un bon burguer , j'ai goûté le denver au champignon et sauce tartare très généreux en produits frais et délicieux, a emporté car la salle est juste moyenne les prix correct",4,1,
1096,gAAAAABnUH4Nq6pgFGkkFWAAMjGlur6dsqSUl8hiNyBP-6jZUky_WjihSTe8q7XgXU9eqYDBg_OZFTyoEVrWFqhdqJ6RMgA6cOHb4m7cSYXS743ttg4LdZg=,"Burger vraiment classique au goût j'ai pris le Moscou , par contre le service rapide et agréable",2,0,
1097,gAAAAABnUH4NgtJiEVrMPF4vBsj-SAkKhE7CX9AZiE9OZ5DiKZCnbiynCPRjKPaEB3u66PBdZUAAU1iwpcdk1Pi_YHm8Rw3pgi-Cb8dhjRrNg5TBoosUuQs=,"J’admire ce restaurant il est bien propre un tacos tres bien fait …personnel gentils surtout celui de said hamdin
 Bravo avous",4,1,
1098,gAAAAABnUH4NuhLaJnyF4ChObrS-dU-3FOrzH2YrBDMuw5eR8LkjRqa4ldEQj4mtJOMosGCe2vOQTtYBHYMhFosjQJ0wcXRRf4UnyOipDL79q6o8ms_5kqs=,J y vais pour consommer un seul plat qui est le quesadillas indienne qui est plutôt bon et léger. Le reste je peux pas dire.,4,1,
1099,gAAAAABnUH4Nd3LtvioJ5fRLH05M2tTWptOnBwQGfyHPxh9fyUyKwFd7w708g9ZLZTOksIhHnu5PZ7yGO8DHAbBrka78KfzGkQnSOxXwr4BKn3xE66xWRv0=,Pe gaz,5,1,
1100,gAAAAABnUH4NUxeEGed10VL2LsPQxZnraAUOxFOD40C1pDmc11Tkq9FLh8Fc82wv3U75u-Z7YYdoZjk5lWaW1JhN9uqOtTIISI3ZM6hEvdpDBkn3K8wbJSQ=,Très bons burgers.,4,1,
1101,gAAAAABnUH4N4E3Kb6j_RVIBQLCsmg3mzy9kk4yd2OVR2jWWmr5R-5MVvc6GhbOsFQcaW_vIicr-EFbnccBjoJD2Cs9V9ZTdxgOcMvtMEQbUFTcjHQ1alPk=,Very good place to eat burger,4,1,
1102,gAAAAABnUH4N6322CMxTw02RazvQeSceTXiZ2PiwrvnCERtRWgw6_uSLXNpRLvtff7YSNi9hyDj2XwD9kfc-RtJjmhc9msGKhdnK1d-WXcYOVCcB5LsgUHI=,A la hauteur de mes espérances franchement un bon rapport qualité prix et surtout un bon goût merci bonne continuation,4,1,
1103,gAAAAABnUH4Nfg3rpeBh5FxsIxpaU0L_Kiw34CsYAmWU0nxe1kAoLTl4VsortX7sJF1F3KDSfOSy5HRWZwpvsPIF6mHcxEtLWc1FJjJIeOgLTDZ9DdrguCw=,"Bon plan burger sur Alger, la viande et les sauces sont excellentes. Petit point d'amélioration sur l'odeur de la friture trop présente. Le mieux c'est de prendre à emporter.",4,1,
1104,gAAAAABnUH4NEazYLjUiNuHUBX_uSQvuzrU_W63rhgG69v885PQ9m1ZXwxmqb8xwf0MyqlpaGO1czlC6ply8TL1r3BsEMH4YHNfZRZ6hi8TV4ZA_qCgqUB0=,It was ok thanks,5,1,
1105,gAAAAABnUH4NGeXiNd5SLP2HPZRpDx0HiHAPnGqw1vUCYvWUuu8RgleTQXSj3PORmbiSrhkTXyOf1GWPPKjj3Z5J-FbCAfq-XQ==,I wouldn't recommend it,3,0,English
1106,gAAAAABnUH4NyxKE449tJ8liGHtFLtqVPEVGZXYPjAOtjxdWswfj-aFZ1ncmJetiRi1gKUla7_IvIbNFzAYRAb1pFgY7Qf-CQA==,"Worst service I've seen in a looong time and im very tolerating, but this guy went too far. I'm especially talking about the server with the beard and the hat. Very very rude",1,0,
1107,gAAAAABnUH4NpfuBBwaXwuoNDiLstGn1o69Me6DsJ-im-5JunbGx7Wmag-0ZZnvrmOBjdlMW7QyasZIWMIRlEAR132t7TegDLA==,Ya rien a dire qualité prix service très professionnel soit sur place soit par livraison,5,1,
1108,gAAAAABnUH4NKM2Q8QXgnbrayiSud0h-TjjeGgIpQHZ1FO4APLqB2arFCxEJcIHyBMMluYGdf9VCEAumCe_dcBt6YzzNATIGQQ==,,4,1,
1109,gAAAAABnUH4NPg5_03D8oFjv29AoAvtD-mTl5nFS2g7W6tW5KYIjqzT3sqiliE7Bjigk-IhY6ey8zVRJUjEYptuywe2d1_Dlyg==,,5,1,
1110,gAAAAABnUH4NRE-bWYi6fIF9dZpTB4l80tPYr0_jlaAUEqGt5nj7K3R4o97pbjvqfjNwlV-B4r8H0V4IOkzZUeNwNFkrT_h1Yg==,Inreally like his pizza . It's very delicious. I strongly recommand 'pizza poulet fumé ',5,1,
1111,gAAAAABnUH4N-Orqg5Yk6FAZlg3lrrf9vHYIaeLgDRbboZCpYfoFwKBEYbAabIgnZ7VbXtb0xHuX9l2vQf111VVTiAZMGBWAsw==,"0/10 Restaurant à déconseillé, l’accueil est très mauvaise. Le service est très lent et les serveurs mal éduqué",1,0,
1112,gAAAAABnUH4NE6OyGmNNxaqDtdnx4AxlAgiJ-dIggoagQRHDUj5dKME9gagB3VfdO1gRte8-UF-oo40Du7Yty3ovgvXXXoypsw==,"Pizza plus comme avant, trop fine avec une sauce tomate acide. Mauvais accueil de la part du barbu au cheveux longs. Je n'y reviendrais plus",1,0,
1113,gAAAAABnUH4NFCos4ZlkJSDV41aquRF_Zwa9HDumqRSW8EiQGAvFnj69LViBaCOs62j27TskQ37CW5i5kB1ovfykpRvlLkNqmA==,Très bon service,5,1,
1114,gAAAAABnUH4NORzaRLBRHIDeqpf5y3Gkce82vl_aRsRWEDekaURoDkptCZU9XDW-lWAfdlQS8plF5MbfLKJ2BbaeW5yBx6PVeQ==,"طاكوس تاعك فري عيااان يبهدل معجن ، البيتزا مليحة ما شاء الله ،
 حمود 1L تحسبها 200 DA ? راك تخطف حبيبنا !",1,0,
1115,gAAAAABnUH4NST6cegXSmQSzjPgeSn0XPrQepe54WZbsEw2hFxt9dmOSTI47hUZkJYTyRowcaQvYiZXwBrQtxKlcYXGP9S7L9Q==,"one of the worst customer services i've ever came across ,bad reception wrong order ,we where replaced me and my friends somewhere unbearable where people where coming back and forth on our table after already finding a table,waiting time is something else ,would've been better if it had better customer service+ventilation in the summer is almost non existent (very very very dishonest advertising nothing like what's on media platforms)",1,0,
1116,gAAAAABnUH4NW0dnS__URFc_BIRSM4TYkHstnCMJ1BQYzziNuwXftdxsanwjEDQrRw9debosh_43Vg3w_zUZ906pl-qOKZaBZA==,Service excellent très agréable propre,5,1,
1117,gAAAAABnUH4NtOmAS3x09HgvaBzQq-Hwv1BcRQ2sRjkkz7q_zvMos54iWhdnDSTWzEqwmgo57Z_TpWiMkvBxWrBPlyKty5XsNg==,Mauvais tacos,1,0,
1118,gAAAAABnUH4NjrZ9AZ0ahB6RLl-AUPnrIFaaeoiYawmgyjvHQlFJhBPLYy5wemiJ8HHnQiqTNGejngmapt_ojzaJaCT3QHBssA==,Service 0 surtout le mec avec la barbe et cheveux long on etais 3 jeune ma9eymnach ga3 apres 3 jeunne fille ont rentrais il les a accueilli avec un sourire,1,0,
1119,gAAAAABnUH4NnsGzcyuT8R8rkH3TVkMnPw27cs-ILBTUe5TQFxySiJyZ8tecToLdDlIcV4RZObIHkZ65WegSFqsgt8GkLze8ISCB-2tv0KzAZ2gLtQXKo-Q=,"Vos burgers sont bons, par contre la durée d’attente est longue, trop de « bla bla » au lieux de passer les commandes des gens.",3,0,"{""choices"":[""French"",""Darija""]}"
1120,gAAAAABnUH4NBAi40wXSey21aYlIph-e8T6hb7fcTgqZT6s0Cc7vP89xHppy6xTekCjJrxcNTzZY2bLACIwAa6Oepr-CIoTVHv4sdcnDSOCZ5NnS100oWE0=,Null ! Sur absolument tous les plans.,1,0,
1121,gAAAAABnUH4NP36Jr7UdO-ZHWgNrSOJU1ERP_xQX5xlpN7hYjBufX5TcmBZ_zAYz5h7IS3-t6Ds4YpLD99Xp-lmsWafPp-oh1PHaFlwFZk8M-reHHLRXwf0=,"On a commandé des tacos au poulet mariné hier soir et surprise ce matin : intoxication alimentaire ! On était clients mais à partir de maintenant je déconseille l'endroit, non merci.",1,0,
1122,gAAAAABnUH4NxQbUfCXT9VQWNrB_tWaDzBMTTdYU3iK-20azOnAE7mVunJOvr2rArybFZH3_FWUGYHyF9xYGPNlGwACvvoiUXflXDeD60zwQUDcwcyVJfqk=,"الله يبارك اسعار معقولة
 ماكلة نظيفة وبنينة",5,1,
1123,gAAAAABnUH4Nk-XG980ekqw2XIHeC-lboKDVwXcwLA-fdiJnMUJCboANDoSIoUoa2hrP_utELnzc_vrAoFNf4gLofcbrUpAEq97JkBlPqs70SES3IR6sIfg=,Délicieux,5,1,
